Price,Close,High,Low,Open,Volume
Ticker,WMT,WMT,WMT,WMT,WMT
Date,,,,,
2021-01-04,45.634517669677734,45.746633139830514,44.93378974407144,44.940016203249264,32182200
2021-01-05,45.391597747802734,45.80269375502948,44.99919181081716,45.6563202815866,26498100
2021-01-06,45.67499923706055,46.12346821745322,45.1611328369649,45.18604936435841,21918900
2021-01-07,45.6718864440918,46.01758144843987,45.481913506366155,45.97398197849132,20538000
2021-01-08,45.66565704345703,45.780887516121666,45.410279571128946,45.74351450766658,24478200
2021-01-11,45.87120819091797,46.089212669832946,45.469457232521215,45.469457232521215,26264400
2021-01-12,46.3944091796875,46.69338609525905,46.19197622483647,46.40375421309747,23373300
2021-01-13,45.921043395996094,46.4255648513591,45.91481337202007,46.32590585226431,16069500
2021-01-14,45.77154541015625,46.09232029669489,45.481909944782565,46.03626434887729,23017200
2021-01-15,45.0459098815918,45.43831584982837,44.74381787552702,45.201628402556594,35920500
2021-01-19,44.65660858154297,45.179820023845686,44.43237765204635,45.04590304280957,24123600
2021-01-20,45.316856384277344,45.36357086875123,44.500897937571914,44.718902429203446,23775600
2021-01-21,45.11130905151367,45.385373067071725,44.911991063503,45.27014257800848,14325900
2021-01-22,45.572227478027344,45.88677590613829,45.19538951529405,45.34487798303251,19219500
2021-01-25,45.53174591064453,45.54731740548507,44.93067694317428,45.27014194605411,19031100
2021-01-26,45.93971633911133,46.03314885797766,45.30439303125113,45.354218955864944,15031500
2021-01-27,44.7967529296875,46.048720164758656,44.70643542249526,45.76842973746222,29910300
2021-01-28,44.76871871948242,45.55041893416863,44.731345717292996,44.989834593584256,22301700
2021-01-29,43.75345230102539,44.76872865867039,43.70984926742879,44.59120864090191,32509200
2021-02-01,43.37350845336914,44.06489503691477,43.34859548384549,43.88426353356312,25945200
2021-02-02,43.84064865112305,44.27042755408072,43.42644124093421,43.52610022028921,27002400
2021-02-03,43.974571228027344,44.23929020289853,43.79705476221954,43.80639623343608,14966700
2021-02-04,44.38877487182617,44.591207850272205,43.9932539494333,44.15831391805531,17346300
2021-02-05,44.95869445800781,45.11129792319965,44.388768612855266,44.678404052022294,20451600
2021-02-08,45.16737365722656,45.3386636862346,44.989853603859274,45.09885764562335,15825300
2021-02-09,45.416507720947266,45.5691111957737,45.0272132877813,45.0272132877813,15906900
2021-02-10,44.88706588745117,45.43830526013758,44.70332299397511,45.41650730970697,18576900
2021-02-11,44.852821350097656,45.142453304730864,44.75627380113306,44.8901908008302,12791400
2021-02-12,44.99296188354492,45.036564919360906,44.74381440776298,44.896417904945665,13423500
2021-02-16,45.363563537597656,45.59090946374817,45.13621761144715,45.45076603297492,27891000
2021-02-17,45.84318161010742,45.936614147799766,45.002310155397645,45.04902464220038,25571100
2021-02-18,42.8720817565918,43.81884551247375,42.82225227281305,43.2894041287495,96927300
2021-02-19,43.08386993408203,43.42021635614062,42.87520691656773,42.915694941009406,36606000
2021-02-22,42.88142776489258,43.083860715613945,42.432962400684,42.89699925617223,32106600
2021-02-23,42.19004821777344,42.788002132861116,42.06236125593278,42.700803193309014,31300200
2021-02-24,41.4862060546875,42.40493846110295,41.43637656084948,42.31462450832022,46565700
2021-02-25,41.09379959106445,41.73535297932563,40.94742612309135,41.4519510781508,33324600
2021-02-26,40.461585998535156,41.05019842173824,40.44289949385245,40.947424428026515,42470700
2021-03-01,40.91317367553711,41.28689314311513,40.838427643569325,40.97857467146544,34634400
2021-03-02,40.520755767822266,41.34294412924058,40.489612782296106,40.956764693360974,29230800
2021-03-03,39.735939025878906,40.46469840524823,39.72348254492105,40.33078143371447,41837400
2021-03-04,39.71725845336914,40.355700421938664,39.327967525679085,39.820032455812424,45348000
2021-03-05,40.212432861328125,40.40863578664569,39.474332069035384,39.49924859312067,34073700
2021-03-08,39.82625961303711,40.436669996227685,39.80445809660968,40.27784005049089,40988400
2021-03-09,40.140811920166016,40.44913037089203,39.96329545241993,40.11278394212367,31988700
2021-03-10,41.16543197631836,41.43637740426804,40.01000855963259,40.131469067112064,44929200
2021-03-11,41.149864196777344,41.57341675998647,40.96300623109328,41.53293229305649,35489700
2021-03-12,41.769615173339844,41.894187126146925,41.13428823458141,41.2713166698519,28437600
2021-03-15,41.55472183227539,41.965817827308186,41.36474889283131,41.962702815693724,25071900
2021-03-16,41.542274475097656,41.81944998019863,41.364757979031566,41.364757979031566,19881000
2021-03-17,41.19658279418945,41.46441682543108,41.10315024603116,41.26509880814311,24156300
2021-03-18,40.658668518066406,41.2653750576227,40.63365153652146,41.018315364771645,29815500
2021-03-19,41.199710845947266,41.43739012221917,40.62427718539088,40.69620728770248,57703500
2021-03-22,41.39672088623047,41.421741445369555,40.96514755704351,40.96827557430678,24654000
2021-03-23,41.88772201538086,42.000305600776805,41.165303816068885,41.19032079994903,29154900
2021-03-24,41.628143310546875,42.040955686674465,41.60937878627134,42.040955686674465,23547300
2021-03-25,41.909610748291016,42.07223545847748,41.55309546669339,41.6750595256237,28125900
2021-03-26,42.25986862182617,42.28176116426003,41.72509218312214,41.90648139934464,28653600
2021-03-29,42.741485595703125,42.84781313884939,42.09412554734225,42.21921761668313,30146400
2021-03-30,42.450645446777344,43.02920706760139,42.36620685915856,42.63515913239114,27230100
2021-03-31,42.478782653808594,42.80089682868507,42.2067024355639,42.39121607176928,24546000
2021-04-01,42.41312026977539,42.81029264670082,42.32242564577637,42.51319178951165,25595100
2021-04-05,43.60463333129883,43.832932089452754,42.59450196381977,42.757123089295916,40043100
2021-04-06,43.81416320800781,44.07998741402691,43.32004026652607,43.50455391788879,31044600
2021-04-07,43.7203483581543,44.01744921091561,43.67343882739233,43.87671703966195,20361600
2021-04-08,43.69219970703125,44.13315713310123,43.676563198082974,43.92362290263979,19095600
2021-04-09,43.71409225463867,43.81103932591925,43.37946595256425,43.6671791488226,20676600
2021-04-12,43.7203483581543,43.90173402448121,43.57649174802406,43.80478694511294,18723000
2021-04-13,43.58586883544922,43.78289098054107,43.429500178933175,43.72034137055433,17397900
2021-04-14,43.57022476196289,43.61400984284391,43.28876406916201,43.50767873666645,21924600
2021-04-15,43.83292770385742,43.9298747659235,43.5327024658009,43.595248495654225,21710400
2021-04-16,43.973663330078125,44.083122478859956,43.6922025715884,44.061229933310045,26488500
2021-04-19,43.69219970703125,43.96115195570266,43.66092668913469,43.8735853582118,19281000
2021-04-20,44.02996063232422,44.33644198003883,43.413873497810584,43.60151163334065,24452100
2021-04-21,44.15816879272461,44.314537442325225,43.94863816648881,44.02369268459951,17335200
2021-04-22,43.6796875,44.23635647652052,43.60150138294211,44.1206448885594,19705200
2021-04-23,43.751617431640625,43.889221572636075,43.47954074617935,43.50143329014703,22971000
2021-04-26,43.12928009033203,43.782896213718196,43.04484150677621,43.754747633221164,22846200
2021-04-27,43.27626419067383,43.454521829823776,43.01669240769898,43.15742457158466,16151400
2021-04-28,43.12302017211914,43.34193486610965,43.116767716213154,43.26688034246659,14286600
2021-04-29,43.667171478271484,43.782886634726026,43.1261426373066,43.1261426373066,19596000
2021-04-30,43.7547492980957,43.77976986182647,43.50456155562684,43.69220325722043,19680000
2021-05-03,44.44588851928711,44.63978623045339,43.68281690222153,43.68281690222153,27139500
2021-05-04,44.008056640625,44.41774100372349,43.81416251941224,44.26450036971643,19084200
2021-05-05,43.97053146362305,44.15816955160799,43.86107233333138,44.00492891657993,18351000
2021-05-06,44.28449249267578,44.38182028161976,43.782152040362675,43.954832693664784,16302000
2021-05-07,44.01762771606445,44.49485297874576,43.74133864966526,44.466593855940545,23408400
2021-05-10,44.2122802734375,44.60787562834745,44.05216082496558,44.09611426750119,26307600
2021-05-11,43.81354904174805,44.22798262076139,43.427374584136246,44.22798262076139,26464200
2021-05-12,42.68014907836914,43.63459973931118,42.67073176477808,43.60006360110543,25998300
2021-05-13,43.402259826660156,43.634591845455446,42.623630299812056,42.77119213953096,21475200
2021-05-14,43.80413818359375,44.030189629975546,43.46191711893278,43.58122344625433,16091700
2021-05-17,43.606327056884766,44.080411937775466,43.56865422120851,43.95482863281062,19675800
2021-05-18,44.554508209228516,45.39278920045401,44.334733776331696,45.056848743557545,58183800
2021-05-19,44.557655334472656,45.122787623877045,44.11182579634545,44.177757777008516,34874700
2021-05-20,44.71461868286133,44.85590350165242,44.174605411913596,44.42577562852493,30540900
2021-05-21,44.504268646240234,44.92183893914279,44.45717490066881,44.74602157040499,22927500
2021-05-24,44.50740051269531,44.71461367254235,44.381813621950684,44.50740051269531,18945900
2021-05-25,44.68950653076172,44.7836940210844,44.29077445816428,44.51996617376294,21505200
2021-05-26,44.63612747192383,44.85904215379028,44.50740386346253,44.705199728080245,19294200
2021-05-27,44.485435485839844,45.110222641899995,44.485435485839844,45.00661423405274,56577000
2021-05-28,44.59218978881836,44.724053745155125,44.4697431466385,44.56079395093087,21186300
2021-06-01,44.47601318359375,44.833928524886396,44.35356657050812,44.64869025094556,20767500
2021-06-02,44.37868881225586,44.49171452911399,43.98309341371826,44.391246426790595,23298000
2021-06-03,44.45718002319336,44.53566960818959,44.190311841183274,44.391248053191944,18374400
2021-06-04,44.535667419433594,44.67381195665601,44.34728883167782,44.413220798438935,13635900
2021-06-07,44.237403869628906,44.57334431056371,44.07728081084412,44.53566787402344,16630800
2021-06-08,43.90145492553711,44.23739530140451,43.89517432298929,44.11494870287636,20120700
2021-06-09,43.66598129272461,43.95796462784395,43.650283379858685,43.7476111582318,17085300
2021-06-10,43.91716003417969,44.01448783148459,43.66598978644641,43.66598978644641,16378500
2021-06-11,44.1903076171875,44.22170344818498,43.91087825386938,44.02704426576906,25232400
2021-06-14,44.13065719604492,44.246823219874734,43.96425711885566,44.246823219874734,15140700
2021-06-15,43.9548454284668,44.24055186805997,43.84809670403915,44.21857334408407,19327200
2021-06-16,43.060035705566406,43.96738878994713,43.003521059247426,43.907737435240044,28794900
2021-06-17,43.23899459838867,43.43679406964669,42.92189241430708,43.01294319269711,19341900
2021-06-18,42.438392639160156,42.82142680484064,42.19663971196495,42.523162819460325,44812800
2021-06-21,42.82456588745117,42.93445129203387,42.494906080680664,42.59223387191554,20775000
2021-06-22,43.022369384765625,43.239003523696525,42.77119910824987,42.77119910824987,19107000
2021-06-23,42.68642044067383,43.009803230305224,42.67700312912173,42.85596079279039,19390500
2021-06-24,42.98468780517578,43.08829620554147,42.730380849943344,42.75235577630749,23444100
2021-06-25,43.49330139160156,43.59690977407696,42.987820684146676,43.05375263789975,28640700
2021-06-28,43.35830307006836,43.527843429317066,42.88735842616027,43.33946485314934,15549000
2021-06-29,43.10713577270508,43.474472045121665,43.08515725263023,43.295514361719995,35962500
2021-06-30,44.275081634521484,44.76486454517137,43.54354577401159,43.81669455758952,45511200
2021-07-01,43.741336822509766,44.347285687803144,43.64400903019292,44.083557839454926,26348700
2021-07-02,43.98937225341797,44.29391685006457,43.75075962171315,43.75075962171315,26280600
2021-07-06,43.935997009277344,44.19030755160655,43.80099278037502,43.923435802478956,18279300
2021-07-07,43.86378860473633,44.32845269573983,43.75390318598065,43.87948652170142,25607400
2021-07-08,43.82611083984375,44.15891098105475,43.395982897791455,43.43365933457608,21267000
2021-07-09,44.04902267456055,44.21856303594114,43.93285666295126,44.08355880717595,15185400
2021-07-12,43.97053146362305,44.20286347820977,43.744476459173384,44.17146764845723,19515000
2021-07-13,44.136940002441406,44.3253186101948,43.93600377897728,43.951701696871474,18947700
2021-07-14,44.44148254394531,44.519972129714674,43.90146557059708,44.17775106831899,18812100
2021-07-15,44.47601318359375,44.783694477597734,44.29705191992495,44.5827582884431,17974800
2021-07-16,44.44461441040039,44.62357206919757,44.25309554584589,44.4885678514843,18095400
2021-07-19,44.34101104736328,44.89044529179391,43.882623996860545,44.39752210758814,27383100
2021-07-20,44.54194641113281,44.73032499207105,44.19972538231206,44.25938033623675,19020300
2021-07-21,44.322166442871094,44.75229430825811,44.17774132527973,44.73973669590907,18591900
2021-07-22,44.353572845458984,44.62044103487143,44.20601098436386,44.309615802223504,13013400
2021-07-23,44.7177619934082,44.808812775004014,44.27193617630589,44.43205562822317,15947400
2021-07-26,44.780555725097656,45.16673379457512,44.41321946615554,44.695789135824185,18517200
2021-07-27,44.78369903564453,44.8967283483149,44.570205211194136,44.8967283483149,15395700
2021-07-28,44.60159683227539,44.97521368454328,44.476013509644346,44.733460758247,14071500
2021-07-29,44.658111572265625,44.849630451286636,44.5890393074719,44.78369489514694,11063100
2021-07-30,44.75544357299805,44.88416720965557,44.331592632387725,44.331592632387725,16332300
